No,Yapı,Koordinat,Ada/Parsel,Adres,İşlev,Kat Sayısı,Tescil Bilgisi,Yapım Yılı,Mimarı,Değişmişlik Durumu,Foto,Açıklama,bolge,lat,lon,radius
4_6_11,,"39.92737455711441, 32.87144964557774",1015/21,"Çamlıtepe, Taşkent Sk. No:42, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,Dönem yapısı?,4,39.92737455711441,32.87144964557774,6.066666666666666
4_6_12,,"39.927538049425024, 32.87171287950215",1015/22,"Çamlıtepe, Erdem Cd. No:16, 06590 Çankaya/Ankara",Konut + Ticaret,6.0,Değil,,,,,Kentsel dönüşüm sonrası yeni yapı?,4,39.927538049425024,32.87171287950215,8.6
4_6_13,,"39.927414652221096, 32.871711264526695",1015/23,"Çamlıtepe, Erdem Cd. No:18, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,4,39.927414652221096,32.871711264526695,7.333333333333333
4_6_14,,"39.92732772530496, 32.87193667070667",1015/28,"Çamlıtepe, Erdem Cd. No:20, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,4,39.92732772530496,32.87193667070667,7.333333333333333
4_6_15,,"39.92713688536626, 32.87203308722296",1015/1,"Çamlıtepe, Erdem Cd. No:22, 06590 Çankaya/Ankara",Konut + Ticaret,5.0,Değil,,,,,,4,39.92713688536626,32.87203308722296,7.333333333333333
4_6_16,,"39.92708992466564, 32.87173862597016",1015/2,"Çamlıtepe, Bahadırlar Sk. No:41, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,4,39.92708992466564,32.87173862597016,7.333333333333333
4_6_17,,"39.9269999998411, 32.87163048312081",1015/3,"Çamlıtepe, Bahadırlar Sk. No:39, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,Kentsel dönüşüm sonrası yeni yapı?,4,39.9269999998411,32.87163048312081,7.333333333333333
4_6_18,,"39.926915070731695, 32.87145458812487",1015/4,"Çamlıtepe, Bahadırlar Sk. No:37, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,Dönem yapısı?,4,39.926915070731695,32.87145458812487,6.066666666666666
4_6_19,,"39.926797168969884, 32.871342536497835",1015/5,"Çamlıtepe, Bahadırlar Sk. No:35, 06590 Çankaya/Ankara",Konut,6.0,Değil,,,,,Kentsel dönüşüm sonrası yeni yapı?,4,39.926797168969884,32.871342536497835,8.6
4_6_20,,"39.92672023295799, 32.87109758642646",1015/6,"Çamlıtepe, Bahadırlar Sk. No:33, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,4,39.92672023295799,32.87109758642646,7.333333333333333
4_6_21,,"39.926635303497676, 32.87098553479777",1015/7,"Çamlıtepe, Bahadırlar Sk. No:31, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,4,39.926635303497676,32.87098553479777,6.066666666666666
4_6_22,,"39.92659133997294, 32.87087869487431",1015/8,"Çamlıtepe, Bahadırlar Sk. No:29, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,4,39.92659133997294,32.87087869487431,7.333333333333333
4_6_23,,"39.926423478982436, 32.870724949618605",1015/9,"Çamlıtepe, Bahadırlar Sk. No:27, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,Dönem yapısı?,4,39.926423478982436,32.870724949618605,6.066666666666666
4_6_24,,"39.92630557637399, 32.870502149290424",1015/26,"Çamlıtepe, Bahadırlar Sk. No:25, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,Dönem yapısı?,4,39.92630557637399,32.870502149290424,6.066666666666666
4_6_25,,"39.92645545253618, 32.870410944477705",1015/11,"Çamlıtepe, Ozanlar Cd No:11, 06590 Çankaya/Ankara",Konut,6.0,Değil,,,,,,4,39.92645545253618,32.870410944477705,8.6
4_7_1,,"39.92586811097513, 32.870170775597344",1017/23,"Çamlıtepe, Bahadırlar Sk. No:20, 06590 Çankaya/Ankara",Konut + Ticaret,6.0,Değil,,,,,,4,39.92586811097513,32.870170775597344,8.6
4_7_2,,"39.92560993780133, 32.87006696058222",1017/22,"Çamlıtepe, Bahadırlar Sk. No:18, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,4,39.92560993780133,32.87006696058222,7.333333333333333
4_7_3,,"39.92555679485888, 32.86984114559979",1017/21,"Çamlıtepe, Bahadırlar Sk. No:16, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,Dönem yapısı?,4,39.92555679485888,32.86984114559979,6.066666666666666
4_7_4,,"39.92542210480561, 32.86982680814039",1017/20,"Çamlıtepe, Bahadırlar Sk. No:14, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,4,39.92542210480561,32.86982680814039,7.333333333333333
4_7_5,,"39.925350636503055, 32.869701355375234",1017/19,"Çamlıtepe, Bahadırlar Sk. No:12, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,4,39.925350636503055,32.869701355375234,7.333333333333333
4_7_6,,"39.92529382831203, 32.86951257882624",1017/18,"Çamlıtepe, Bahadırlar Sk. No:10, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,Dönem yapısı?,4,39.92529382831203,32.86951257882624,6.066666666666666
4_7_7,,"39.92515672644214, 32.869261673385694",1017/17,"Çamlıtepe, Bahadırlar Sk. No:8, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,4,39.92515672644214,32.869261673385694,7.333333333333333
4_7_8,,"39.92503994219672, 32.869254059181586",1017/16,"Çamlıtepe, Bahadırlar Sk. No:6, 06590 Çankaya/Ankara",Konut,6.0,Değil,,,,,Kentsel dönüşüm sonrası yeni yapı?,4,39.92503994219672,32.869254059181586,8.6
4_7_9,,"39.92494985135908, 32.869192057801946",1017/15,"Çamlıtepe, Bahadırlar Sk. No:4, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,4,39.92494985135908,32.869192057801946,7.333333333333333
4_7_10,,"39.924873941391866, 32.868734117792094",1017/14,"Çamlıtepe, Bahadırlar Sk. No:2, 06590 Çankaya/Ankara",Konut + Ticaret,5.0,Değil,,,,,,4,39.924873941391866,32.868734117792094,7.333333333333333
4_7_11,,"39.92462383443241, 32.86892276950154",1017/13,"Çamlıtepe, Kıbrıs Cd. No:17, 06590 Çankaya/Ankara",Konut + Ticaret,5.0,Değil,,,,,Dönem yapısı?,4,39.92462383443241,32.86892276950154,7.333333333333333
4_7_12,,"39.92448394628031, 32.86909866449699",1017/12,"Çamlıtepe, Kıbrıs Cd. No:19, 06590 Çankaya/Ankara",Konut + Ticaret,5.0,Değil,,,,,,4,39.92448394628031,32.86909866449699,7.333333333333333
4_7_13,,"39.9242851047729, 32.86929410338305",1017/11,"Çamlıtepe, Kıbrıs Cd. No:21, 06590 Çankaya/Ankara",Konut + Ticaret,6.0,Değil,,,,,,4,39.9242851047729,32.86929410338305,8.6
4_7_14,,"39.924479949469884, 32.86950908615931",1017/29,"Çamlıtepe, Dede Efendi Cd. No:61, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,4,39.924479949469884,32.86950908615931,7.333333333333333
4_7_15,,"39.92466373854773, 32.869785218066205",1017/9,"Çamlıtepe, Dede Efendi Cd. No:65, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,4,39.92466373854773,32.869785218066205,7.333333333333333
4_7_16,,"39.92477078510185, 32.869944716257116",1017/8,"Çamlıtepe, Dede Efendi Cd. No:67, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,4,39.92477078510185,32.869944716257116,7.333333333333333
4_7_17,,"39.92486746183717, 32.87003859357144",1017/7,"Çamlıtepe, Dede Efendi Cd. No:69, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,Dönem yapısı?,4,39.92486746183717,32.87003859357144,6.066666666666666
4_7_18,,"39.925031503430716, 32.8702109255017",1017/6,"Çamlıtepe, Dede Efendi Cd. No:71, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,4,39.925031503430716,32.8702109255017,7.333333333333333
4_7_19,,"39.92508549822808, 32.87031553165394",1017/5,"Çamlıtepe, Dede Efendi Cd. No:73, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,4,39.92508549822808,32.87031553165394,7.333333333333333
4_7_20,,"39.925182601317516, 32.87037920126793",1017/4,"Çamlıtepe, Dede Efendi Cd. No:75, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,4,39.925182601317516,32.87037920126793,7.333333333333333
4_7_21,,"39.92529110486407, 32.87051867613481",1017/3,"Çamlıtepe, Dede Efendi Cd. No:77, 06590 Çankaya/Ankara",Konut,6.0,Değil,,,,,Kentsel dönüşüm sonrası yeni yapı?,4,39.92529110486407,32.87051867613481,8.6
4_7_22,,"39.92540723953703, 32.87071170081799",1017/2,"Çamlıtepe, Dede Efendi Cd. No:79, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,Dönem yapısı?,4,39.92540723953703,32.87071170081799,6.066666666666666
4_7_23,,"39.925432751236904, 32.8708106682327",1017/28,"Çamlıtepe, Dede Efendi Cd. No:79 A, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,4,39.925432751236904,32.8708106682327,7.333333333333333
4_7_24,,"39.92560782102838, 32.87078721523476",1017/27,"Çamlıtepe, Ozanlar Cd No:16, 06590 Çankaya/Ankara",Konut,6.0,Değil,,,,,,4,39.92560782102838,32.87078721523476,8.6
4_7_25,,"39.925721713215026, 32.870545439487785",1017/24,"Çamlıtepe, Ozanlar Cd No:14, 06590 Çankaya/Ankara",Konut + Ticaret,6.0,Değil,,,,,,4,39.925721713215026,32.870545439487785,8.6
4_8_1,,"39.92609424242619, 32.87069935305933",1016/14,"Çamlıtepe, Ozanlar Cd No:15, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,4,39.92609424242619,32.87069935305933,7.333333333333333
4_8_2,,"39.92622024150911, 32.87084831086116",1016/15,"Çamlıtepe, Bahadırlar Sk. No:24, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,4,39.92622024150911,32.87084831086116,7.333333333333333
4_8_3,,"39.92624631818506, 32.87105766355415",1016/16,"Çamlıtepe, Bahadırlar Sk. No:26, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,Dönem yapısı?,4,39.92624631818506,32.87105766355415,6.066666666666666
4_8_4,,"39.92633724317463, 32.87123095270107",1016/17,"Çamlıtepe, Bahadırlar Sk. No:28, 06590 Çankaya/Ankara",Konut,6.0,Değil,,,,,Kentsel dönüşüm sonrası yeni yapı?,4,39.92633724317463,32.87123095270107,8.6
4_8_5,,"39.92641018291664, 32.87144984425211",1016/18,"Çamlıtepe, Bahadırlar Sk. No:30, 06590 Çankaya/Ankara",Konut + Ticaret,5.0,Değil,,,,,,4,39.92641018291664,32.87144984425211,7.333333333333333
4_8_6,,"39.92654141393626, 32.871656716611724",1016/19,"Çamlıtepe, Bahadırlar Sk. No:32, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,4,39.92654141393626,32.871656716611724,6.066666666666666
4_8_7,,"39.92670327961964, 32.871833914536396",1016/20,"Çamlıtepe, Bahadırlar Sk. No:34, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,4,39.92670327961964,32.871833914536396,7.333333333333333
4_8_8,,"39.926749891305064, 32.8719566527901",1016/21,"Çamlıtepe, Bahadırlar Sk. No:36, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,4,39.926749891305064,32.8719566527901,7.333333333333333
4_8_9,,"39.92684450827742, 32.872057601304654",1016/22,"Çamlıtepe, Bahadırlar Sk. No:38, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,Dönem yapısı?,4,39.92684450827742,32.872057601304654,6.066666666666666
4_8_10,,"39.92700363652697, 32.87222397941196",1016/23,"Çamlıtepe, Bahadırlar Sk. No:40, 06590 Çankaya/Ankara",Konut + Ticaret,4.0,Değil,,,,,Dönem yapısı? balkon korkulukları özgün.,4,39.92700363652697,32.87222397941196,6.066666666666666
4_8_11,Özel Yurt Çankaya Yüksek Öğrenim Kız Öğrenci Yurdu,"39.92673698897898, 32.87249130602442",1016/24,"Çamlıtepe, Erdem Cd. No:28, 06590 Çankaya/Ankara",Yurt,5.0,Değil,,,,,,4,39.92673698897898,32.87249130602442,7.333333333333333
4_8_12,,"39.92662660232513, 32.87262403462688",1016/1,"Çamlıtepe, Erdem Cd. No:30, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,4,39.92662660232513,32.87262403462688,7.333333333333333
4_8_13,,"39.92650618031578, 32.872409051680016",1016/2,"Çamlıtepe, Dede Efendi Cd. No:99, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,4,39.92650618031578,32.872409051680016,7.333333333333333
4_8_14,,"39.92647464118365, 32.87230249491466",1016/3,"Çamlıtepe, Dede Efendi Cd. No:97, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,4,39.92647464118365,32.87230249491466,7.333333333333333
4_8_15,,"39.926391492492975, 32.87220154640011",1016/4,"Çamlıtepe, Dede Efendi Cd. No:95, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,4,39.926391492492975,32.87220154640011,7.333333333333333
4_8_16,,"39.92630691010054, 32.87205386246217",1016/5,"Çamlıtepe, Dede Efendi Cd. No:93, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,4,39.92630691010054,32.87205386246217,7.333333333333333
4_8_17,,"39.92617215149673, 32.87182579359596",1016/6,"Çamlıtepe, Dede Efendi Cd. No:91, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,4,39.92617215149673,32.87182579359596,7.333333333333333
4_8_18,,"39.926117674534225, 32.87180896884751",1016/7,"Çamlıtepe, Dede Efendi Cd. No:89, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,4,39.926117674534225,32.87180896884751,7.333333333333333
4_8_19,,"39.926002986056176, 32.871635113076934",1016/8,"Çamlıtepe, Dede Efendi Cd. No:87, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,1016/8 ve 1016/9 parselleri birleştirilmiş 1016/25 olup tek yapı inşa edilmiş,4,39.926002986056176,32.871635113076934,7.333333333333333
4_8_20,,"39.92580363640905, 32.87124777395452",1016/25,"Çamlıtepe, Dede Efendi Cd. No:83, 06590 Çankaya/Ankara",Konut,6.0,Değil,,,,,,4,39.92580363640905,32.87124777395452,8.6
4_8_21,,"39.925652951937465, 32.8710964526187",1016/11,"Çamlıtepe, Dede Efendi Cd. No:81, 06590 Çankaya/Ankara",Konut + Ticaret,5.0,Değil,,,,,,4,39.925652951937465,32.8710964526187,7.333333333333333
4_8_22,,"39.92577702784362, 32.87097201764609",1016/12,"Çamlıtepe, Ozanlar Cd No:19, 06590 Çankaya/Ankara",Konut + Ticaret,5.0,Değil,,,,,,4,39.92577702784362,32.87097201764609,7.333333333333333
4_8_23,,"39.925902455415674, 32.87077863605054",1016/13,"Çamlıtepe, Ozanlar Cd No:17, 06590 Çankaya/Ankara",Boş,6.0,Değil,,,,,Yurt varmış kapatılmış. ,4,39.925902455415674,32.87077863605054,8.6
4_9_1,,"39.925391951164144, 32.87125746936496",1312/22,"Çamlıtepe, Dede Efendi Cd. No:68, 06590 Çankaya/Ankara",Konut + Ticaret,5.0,Değil,,,,,,4,39.925391951164144,32.87125746936496,7.333333333333333
4_9_2,,"39.925224572120065, 32.871055744896935",1312/21,"Çamlıtepe, Dede Efendi Cd. No:66, 06590 Çankaya/Ankara",Konut + Ticaret,5.0,Değil,,,,,,4,39.925224572120065,32.871055744896935,7.333333333333333
4_9_3,,"39.92514088244475, 32.870930080473016",1312/20,"Çamlıtepe, Dede Efendi Cd. No:64, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,4,39.92514088244475,32.870930080473016,7.333333333333333
4_9_4,,"39.924996327313494, 32.870825911278416",1312/19,"Çamlıtepe, Dede Efendi Cd. No:62, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,4,39.924996327313494,32.870825911278416,7.333333333333333
4_9_5,,"39.9249269946469, 32.87062757535334",1312/18,"Çamlıtepe, Dede Efendi Cd. No:60, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,4,39.9249269946469,32.87062757535334,7.333333333333333
4_9_6,,"39.92485500141038, 32.87057929559051",1312/17,"Çamlıtepe, Dede Efendi Cd. No:58, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,4,39.92485500141038,32.87057929559051,7.333333333333333
4_9_7,,"39.92470278688969, 32.87049346490102",1312/16,"Çamlıtepe, Dede Efendi Cd. No:56, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,Dönem yapısı?,4,39.92470278688969,32.87049346490102,6.066666666666666
4_9_8,,"39.92458479614354, 32.870301606026764",1312/15,"Çamlıtepe, Dede Efendi Cd. No:54, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,4,39.92458479614354,32.870301606026764,7.333333333333333
4_9_9,,"39.92448194812558, 32.870175542201586",1312/14,"Çamlıtepe, Dede Efendi Cd. No:52, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,4,39.92448194812558,32.870175542201586,7.333333333333333
4_9_10,,"39.92436470119665, 32.87001460965879",1312/13,"Çamlıtepe, Dede Efendi Cd. No:50, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,4,39.92436470119665,32.87001460965879,7.333333333333333
4_9_11,,"39.92422894134389, 32.86991000350597",1312/12,"Çamlıtepe, Dede Efendi Cd. No:48, 06590 Çankaya/Ankara",Konut + Ticaret,5.0,Değil,,,,,,4,39.92422894134389,32.86991000350597,7.333333333333333
4_9_12,,"39.924147681656706, 32.86955245682044",1312/30,"Çamlıtepe, Dede Efendi Cd. No:46, 06590 Çankaya/Ankara",Konut + Ticaret,4.0,Değil,,,,,Dönem yapısı?,4,39.924147681656706,32.86955245682044,6.066666666666666
4_9_13,,"39.923953631408494, 32.8697114424045",1312/29,"Çamlıtepe, Kıbrıs Cd. No:25, 06590 Çankaya/Ankara",Konut + Ticaret,3.0,Değil,,,,,1312/30 daki yapıyla ikiz bina?,4,39.923953631408494,32.8697114424045,4.8
4_9_14,,"39.9238356171599, 32.869790234197495",1312/10,"Çamlıtepe, Kıbrıs Cd. No:27, 06590 Çankaya/Ankara",Ticaret,1.0,Değil,,,,,,4,39.9238356171599,32.869790234197495,2.2666666666666666
4_9_15,,"39.923698827765335, 32.86987874709603",1312/10,"Çamlıtepe, Kıbrıs Cd. No:27, 06590 Çankaya/Ankara",Konut + Ticaret,4.0,Değil,,,,,,4,39.923698827765335,32.86987874709603,6.066666666666666
4_9_16,,"39.92377748291915, 32.87014593149751",1312/9,"Çamlıtepe, Tevekküller Sk. No:3, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,Dönem yapısı?,4,39.92377748291915,32.87014593149751,6.066666666666666
4_9_17,,"39.923942756972345, 32.87034316148143",1312/8,"Çamlıtepe, Tevekküller Sk. No:5, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,,4,39.923942756972345,32.87034316148143,4.8
4_9_18,,"39.92403055864921, 32.870398001038375",1312/28,"Çamlıtepe, Tevekküller Sk. No:7, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,4,39.92403055864921,32.870398001038375,6.066666666666666
4_9_19,,"39.924099409118625, 32.870477219534266",1312/27,"Çamlıtepe, Tevekküller Sk. No:9, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,4,39.924099409118625,32.870477219534266,6.066666666666666
4_9_20,,"39.92416728920707, 32.870667656376575",1312/6,"Çamlıtepe, Tevekküller Sk. No:11, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,4,39.92416728920707,32.870667656376575,6.066666666666666
4_9_21,,"39.92437504299897, 32.87086613984603",1312/5,"Çamlıtepe, Tevekküller Sk. No:13, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,4,39.92437504299897,32.87086613984603,6.066666666666666
4_9_22,,"39.92444497978481, 32.87124969573312",1312/4,"Çamlıtepe, Tevekküller Sk. No:15, 06590 Çankaya/Ankara",Konut + Ticaret,3.0,Değil,,,,,,4,39.92444497978481,32.87124969573312,4.8
4_9_23,,"39.92456428353573, 32.87108071656318",1312/26,"Çamlıtepe, Tevekküller Sk. No:17, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,4,39.92456428353573,32.87108071656318,7.333333333333333
4_9_24,,"39.92461776446003, 32.871142407371245",1312/25,"Çamlıtepe, Tevekküller Sk. No:19, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,Dönem yapısı?,4,39.92461776446003,32.871142407371245,4.8
4_9_25,,"39.92478669558693, 32.871448436123345",1312/2,"Çamlıtepe, Tevekküller Sk. No:21, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,,4,39.92478669558693,32.871448436123345,4.8
4_9_26,,"39.92489348076651, 32.87156860788009",1312/1,"Çamlıtepe, Şht. Kuşdemir Sk. No:10, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,4,39.92489348076651,32.87156860788009,7.333333333333333
4_9_27,,"39.92505186569788, 32.87132989127494",1312/24,"Çamlıtepe, Şht. Kuşdemir Sk. No:8, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,,4,39.92505186569788,32.87132989127494,4.8
4_9_28,,"39.92523325988064, 32.87138305796078",1312/23,"Çamlıtepe, Şht. Kuşdemir Sk. No:4, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,4,39.92523325988064,32.87138305796078,6.066666666666666
4_14_1,,"39.92993326011917, 32.873945524521055",6046-01-01 00:00:00,"Fakülteler, Cemal Gürsel Cad. No:62, 06590 Çankaya/Ankara",Konut + Ticaret,7.0,Değil,,,,,,4,39.92993326011917,32.873945524521055,9.866666666666667
4_14_2,Cebeci Aile Sağlığı Merkezi,"39.93006432475383, 32.87405508711243",6046-02-01 00:00:00,"Fakülteler, Cemal Gürsel Cad. No:64, 06590 Çankaya/Ankara",Konut + Ticaret + Sağlık,7.0,Değil,,,,,,4,39.93006432475383,32.87405508711243,9.866666666666667
4_14_3,İş Bankası,"39.93016770312312, 32.87433189481815",6046-03-01 00:00:00,"Fakülteler, Cemal Gürsel Cad. No:66, 06590 Çankaya/Ankara",Konut + Banka,7.0,Değil,,,,,,4,39.93016770312312,32.87433189481815,9.866666666666667
4_14_4,VakıfBank,"39.93026238669889, 32.87447985136488",6046-04-01 00:00:00,"Fakülteler, Cemal Gürsel Cad. No:68, 06590 Çankaya/Ankara",Konut + Ticaret + Banka,8.0,Değil,,,,,,4,39.93026238669889,32.87447985136488,11.133333333333333
4_14_5,QNB Finansbank,"39.93038563839438, 32.87474383139371",6046-05-01 00:00:00,"Fakülteler, Cemal Gürsel Cad. No:70, 06590 Çankaya/Ankara",Konut + Ticaret + Banka,8.0,Değil,,,,,,4,39.93038563839438,32.87474383139371,11.133333333333333
4_14_6,,"39.930595410645076, 32.875013133596305",6046-06-01 00:00:00,"Fakülteler, Cemal Gürsel Cad. No:72, 06590 Çankaya/Ankara",Konut + Ticaret,7.0,Değil,,,,,,4,39.930595410645076,32.875013133596305,9.866666666666667
4_14_7,Vergi Dairesi,"39.93066511351371, 32.87493142756522",6046-07-01 00:00:00,"Fakülteler, Cemal Gürsel Cad. No:74, 06590 Çankaya/Ankara",Konut + Vergi Dairesi,7.0,Değil,,,,,Zemin kattaki işlevin ne olduğuna bakılması lazım,4,39.93066511351371,32.87493142756522,9.866666666666667
4_14_8,Cebeci Dent,"39.93077412256226, 32.87515405091602",6046-08-01 00:00:00,"Fakülteler, Cemal Gürsel Cad. No:76, 06590 Çankaya/Ankara",Konut + Ticaret + Sağlık,9.0,Değil,,,,,,4,39.93077412256226,32.87515405091602,12.399999999999999
4_14_9,Tüfekçioğlu Yüksek Öğrenim Kız Öğrenci Yurdu,"39.93079263351951, 32.87536929818868",6046-09-01 00:00:00,"Fakülteler, Cemal Gürsel Cad. No:78, 06590 Çankaya/Ankara",Konut + Ticaret + Yurt,9.0,Değil,,,,,,4,39.93079263351951,32.87536929818868,12.399999999999999
4_14_10,,"39.930887759174645, 32.87552754852103",6046-10-01 00:00:00,"Fakülteler, Cemal Gürsel Cad. No:80, 06590 Çankaya/Ankara",-,0.0,Değil,,,,,Yıkılmış. ,4,39.930887759174645,32.87552754852103,1.0
4_14_11,,"39.931029676119294, 32.87574816021258",6046-11-01 00:00:00,"Fakülteler, Cemal Gürsel Cad. No:82, 06590 Çankaya/Ankara",Konut + Ticaret,8.0,Değil,,,,,,4,39.931029676119294,32.87574816021258,11.133333333333333
4_14_12,,"39.93109189324015, 32.87594798478452",6046-12-01 00:00:00,"Fakülteler, Cemal Gürsel Cad. No:84, 06590 Çankaya/Ankara",-,0.0,Değil,,,,,Yıkılmış. ,4,39.93109189324015,32.87594798478452,1.0
4_14_13,,"39.93126002993854, 32.87610218262823",6046/13,"Fakülteler, Cemal Gürsel Cad. No:86, 06590 Çankaya/Ankara",Konut + Ticaret,9.0,Değil,,,,,,4,39.93126002993854,32.87610218262823,12.399999999999999
4_14_14,,"39.93115616356603, 32.87634559309685",6046/14,"Fakülteler, Cebeci, Kutlugün Cd. No:4 D:B, 06590 Çankaya/Ankara",Konut + Ticaret,3.0,Değil,,,,,Dönem yapısı?,4,39.93115616356603,32.87634559309685,4.8
